"ROW_ID","ROW_VERSION","ROW_ETAG","id","name","study","dataType","assay","organ","tissue","species","sex","consortium","grant","modelSystemName","treatmentType","specimenID","individualID","individualIdSource","specimenIdSource","resourceType","dataSubtype","metadataType","assayTarget","analysisType","cellType","nucleicAcidSource","fileFormat","group","isModelSystem","isConsortiumAnalysis","isMultiSpecimen","createdOn","createdBy","parentId","currentVersion","benefactorId","projectId","modifiedOn","modifiedBy","dataFileHandleId","metaboliteType","chromosome","modelSystemType","libraryPrep","dataFileSizeBytes"
"30053708","1","f7f2b1e2-6cdf-469b-8fbb-2408978fbb82","syn30053708","LBPSEMA4BRAIN639_run1_S164_L001_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651667761494","3444109","syn27127036","1","syn26337520","syn2580853","1652993188232","3420438","95366466",,,,"rRNAdepletion","992534218"
"30053873","1","fca07429-a3be-4516-a7f2-b6b8b42ca8ca","syn30053873","LBPSEMA4BRAIN639_run1_S164_L001_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651667956568","3444109","syn27127036","1","syn26337520","syn2580853","1652993189283","3420438","95366468",,,,"rRNAdepletion","1033079435"
"30053951","1","a8298641-cfe1-43a4-a037-57d9d6dc856f","syn30053951","LBPSEMA4BRAIN639_run1_S164_L002_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651668115241","3444109","syn27127036","1","syn26337520","syn2580853","1652993190215","3420438","95366469",,,,"rRNAdepletion","1022373006"
"30054009","1","419cf609-6b0d-4862-80dc-4dd83d58f699","syn30054009","LBPSEMA4BRAIN639_run1_S164_L002_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651668276509","3444109","syn27127036","1","syn26337520","syn2580853","1652993191043","3420438","95366470",,,,"rRNAdepletion","1063825845"
"30054064","1","61eca324-19a5-4b6c-bcc6-aadfc77c4df1","syn30054064","LBPSEMA4BRAIN639_run1_S164_L003_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651668429749","3444109","syn27127036","1","syn26337520","syn2580853","1652993192102","3420438","95366472",,,,"rRNAdepletion","1021835463"
"30054096","1","b60b7a3c-e6b5-437d-b5cc-03ba3a1eb8e2","syn30054096","LBPSEMA4BRAIN639_run1_S164_L003_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651668585282","3444109","syn27127036","1","syn26337520","syn2580853","1652993193127","3420438","95366474",,,,"rRNAdepletion","1064056287"
"30054146","1","e5ef1970-8a7c-472c-97e6-61ee29a4b7d6","syn30054146","LBPSEMA4BRAIN639_run1_S164_L004_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651668742288","3444109","syn27127036","1","syn26337520","syn2580853","1652993194172","3420438","95366475",,,,"rRNAdepletion","1014662525"
"30054302","1","4a8dc092-07cb-4667-b58d-2cafaa45292a","syn30054302","LBPSEMA4BRAIN639_run1_S164_L004_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651668907940","3444109","syn27127036","1","syn26337520","syn2580853","1652993195169","3420438","95366477",,,,"rRNAdepletion","1058922689"
"30054403","1","7de6dcc3-43e7-4e8c-8907-1fa14a8da35f","syn30054403","LBPSEMA4BRAIN639_run2_S164_L001_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651669073649","3444109","syn27127036","1","syn26337520","syn2580853","1652993196243","3420438","95366478",,,,"rRNAdepletion","1082081671"
"30054439","1","77bcc37b-e679-4283-813a-7be3cc63e188","syn30054439","LBPSEMA4BRAIN639_run2_S164_L001_R2_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651669240574","3444109","syn27127036","1","syn26337520","syn2580853","1652993197310","3420438","95366480",,,,"rRNAdepletion","1121661225"
"30054496","1","1fb3c3a6-ea3f-49f1-8b12-9a443e613f32","syn30054496","LBPSEMA4BRAIN639_run2_S164_L002_R1_001.fastq.gz","[""LBP""]","[""geneExpression""]","[""rnaSeq""]","brain","[""left cerebral hemisphere""]","[""Human""]","[""male""]","CDCP","[""GCO18-0632""]",,,"LBPSEMA4BRAIN639","T-5293",,,"experimentalData","raw",,,,,"bulk cell","fastq",,"false",,"false","1651669401286","3444109","syn27127036","1","syn26337520","syn2580853","1652993198286","3420438","95366483",,,,"rRNAdepletion","1076245202"
